spotify_id,Song,Artist,Rank,Genre
0XPI8AwLnyjgk24HxSLePo,Pride,Syntax,100,electronic
0fjYN9BylnRXMA3or3QSld,If You Could Read My Mind,Gordon Lightfoot,1,folk
0gctFhy7ZomaBNuUrFnjrU,Lungs - Live,Townes Van Zandt,2,folk
6Xz7FeyE8HTP90HecgHV57,Wild World,Yusuf / Cat Stevens,3,folk
0VNZYdfyOM8FGmYSwEGUa1,Me and Bobby McGee,Kris Kristofferson,4,folk
4wESSHqChrl4kwWmZ6otXc,Speed Of The Sound Of Loneliness,Nanci Griffith,5,folk
49rjnhdgM5lKVRdhnHtOJA,Encore,Graham Nash,6,folk
5oxTZlxluZl8zIVKANQmAM,Let The Mystery Be,Iris DeMent,7,folk
6UkMcAA19lTdjs22jtB7o2,Big Yellow Taxi,Joni Mitchell,8,folk
2PuUFT13yCzUOZun94WOXv,Suite: Judy Blue Eyes - Remastered,Crosby,9,folk
6hLqEJg2GnnDG4W0Y64hyD,Cats In The Cradle (45 Version),Harry Chapin,10,folk
6g0eFcVGt4tSJpJ2FdIQv0,The Last Thing On My Mind,Tom Paxton,11,folk
6oZaeLPOAb3Rn408f3IQiB,If I Had A Boat,Lyle Lovett,12,folk
12q3V8ShACq2PSWINMc2rC,It's Too Late,Carole King,13,folk
5OHTqUeUeV09qhqszxS541,The Traveling Kind,Emmylou Harris,14,folk
1k691v8ChLgDiuLLKnjyj6,In Spite of Ourselves,John Prine,15,folk
6scUEism6pBnY0IXYr8fw3,The Swimming Song,Loudon Wainwright III,16,folk
7raciFPVU5VuHmqVbw2c1h,Puff,,17,folk
72DefuF22C6aPKrWhRFCBS,Love Hurts - Remastered Version,Gram Parsons,18,folk
2p3lirPPNyGLtbNTk9LVRR,What They Say,Chris Smither,19,folk
3LcYYV9ozePfgYYmXv0P3r,Fire And Rain,James Taylor,20,folk
3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,Jackson Browne,21,folk
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,22,folk
1KueOLeUZpaNRK2InckxVT,1952 Vincent Black Lightning,Richard Thompson,23,folk
62XHSV9G6veYMIc04oxXx0,I Remember You,Eilen Jewell,24,folk
0O87QQVWgCkkXAfrhsal55,Music Is Love,David Crosby,25,folk
0hhzJEusz6r7f0eL1Uc8kw,Here Comes The Sun,Richie Havens,26,folk
7AL6qzIDHIX7pEUWrzNiIs,Hurdy Gurdy Man,Donovan,27,folk
3NNkJwiHucP5QyUEAIMXra,Love The One You're With,Stephen Stills,28,folk
3Vms3ZKJF7CXWppSejBPxL,The Night They Drove Old Dixie Down,Joan Baez,29,folk
0P6TTXbSLGrSoTNMz5kvB7,The City of New Orleans,Arlo Guthrie,30,folk
31nItlXwgCCFpttS50Rbxf,Fruits Of My Labor,Lucinda Williams,31,folk
7Guwk9x2j11UYR4mOaJvfx,Heavenly Day,Patty Griffin,32,folk
6684GUHy1jpyhJVzpz5OFr,Mercy Now,Mary Gauthier,33,folk
6WRKgNXy93NabH6Ssz7dCT,Spring Wind,Greg Brown,34,folk
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan,35,folk
5vPRCX0Bj8O374jTCAQRLS,Look at Miss Ohio,Gillian Welch,36,folk
4GV5wmFd0G5NW8lQK9aVvP,Early Morning Rain,Ian & Sylvia,37,folk
5mnvqisoDJilY0uCEdT8rG,Danny's Song,Loggins & Messina,38,folk
1JtvwshkJMxfm4oRhJp93C,The Time I've Wasted,Lori McKenna,39,folk
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,Carly Simon,40,folk
0y2QzIC1avdAqTbo0qrDJB,No Regrets - 2008 Remastered Version,Tom Rush,41,folk
7teXDPOtLF93ZqepIRnViL,Hobo's Lullaby,Billy Bragg,42,folk
6zXgU7iiGEEKp9f0pJHJUn,Dublin Blues,Guy Clark,43,folk
0kKcoVPFH2o1Ca63jUSxYy,The Weakness In Me,Joan Armatrading,44,folk
2ZjRAKoGcm4oyyl6iikOuC,Who Knows Where The Time Goes?,Fairport Convention,45,folk
7MTX3vevnm41xuEoPxWT3j,Year Of The Cat - 2001 Remastered Version,Al Stewart,46,folk
77r5kKZHweJGTcPZ31hmFR,You Stay Here,Richard Shindell,47,folk
23DZLSxCK6kM8FF2RlzKDl,You're No Good,Linda Ronstadt,48,folk
3e3g5fhOUw0TxHZ46Qn9uF,Traveling Alone,Tift Merritt,49,folk
6GSfKutTHxZTGoeyqQh0n9,Love Is Our Cross To Bear,John Gorka,50,folk
40s8O951RQgz90UaQABTyr,Hurricane Lamp,Jeffrey Foucault,51,folk
3tm6LVXZJg0lG4hQm5ytrT,Brand New Key,Melanie,52,folk
69uJi5QsBtqlYkGURTBli8,I Can't Make You Love Me,Bonnie Raitt,53,folk
18bzuq8A21sRcI4w4gqGD2,I Ain't Marching Anymore,Phil Ochs,54,folk
2HCaIYjkvWSZzaSKUoOh3d,Mr. Tambourine Man,The Byrds,55,folk
5jVFYV549ynTX0NPkMlrDN,Life's Greatest Fool,Gene Clark,56,folk
1ltLbzgLJ2dr4Wo4h0R0U9,Two Seconds,Laura Cantrell,57,folk
12PlslqAWQUtiLoObNaj8a,Time In A Bottle,Jim Croce,58,folk
0X8C8FsBxzyeOxsE20z34M,Breakfast in Hell,Slaid Cleaves,59,folk
3nAgsYxJQ8wgjpgqSUt4gt,Walk Away Renee,Jimmy LaFave,60,folk
6jAbFveWUomNliZdNyzenx,Never Saw Blue Like That,Shawn Colvin,61,folk
5y3TxkiIkzVWoLoFSuUjZn,Tonight We Ride,Tom Russell,62,folk
0G7NubwoA2lczxzeDWCjGf,Must Be the Whiskey,Chip Taylor,63,folk
7wC3yYnJ90OsH9ktP8V49o,The Weekend,Dave Rawlings Machine,64,folk
0VFX0UnItNIt2AfEqQByVV,Go Cubs Go,Steve Goodman,65,folk
2oV3mzorzJTZa3gmp8vAJl,Stoned Soul Picnic,Laura Nyro,66,folk
1dhcBo8rwC91c3LMdWSI4Q,Violets Of Dawn,Eric Andersen,67,folk
6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,Paul Simon,68,folk
2l9UM2IVGSulrohfekmKdr,A Song for You,Leon Russell,69,folk
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,70,folk
2xLU9wcdlFtuCIUDn05d2p,Both Sides Now,Judy Collins,71,folk
5Tnts6oIukiNQ1foqzJPdG,When You Love Someone (feat. Bryan Adams),Gretchen Peters,72,folk
2sqPVtDARxeJc1uZ9D5H41,A Light in the Window,Carrie Newcomer,73,folk
0rIzwgiiOBcyleLNOGYS2N,Ridgetop,Jesse Colin Young,74,folk
3ulipeC36lUvRzPETyFlm9,Waiting Around to Die,The Be Good Tanyas,75,folk
7rKyITVLEwldhdXIy7P6Vw,Closer to Fine,Indigo Girls,76,folk
44CcC1HCs4ch9XZDSlaumX,Lay Me Down,Crosby & Nash,77,folk
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin',The Mamas & The Papas,78,folk
4bPH0i7AenhVsziDkMxZiH,Do You Know?,Pieta Brown,79,folk
46LI9mnlQ8fJHH47ioBubg,When You Say Nothing At All,Alison Krauss & Union Station,80,folk
7noNmrmVAtMU5v37MOS5s7,Northern Girl,Cheryl Wheeler,81,folk
5kqH7ecIPkVzM2wsOIJoXl,Is It Like Today,Eliza Gilkyson,82,folk
5Hc8WIK7qgBQ2vRSn19gG6,It'll Take A Long Time,Sandy Denny,83,folk
6l7tK5SsMlN8a9ccgeIkpS,Sweet Caroline,Neil Diamond,84,folk
2QgWuCtBpNIpl5trmKCxRf,American Pie,Don McLean,85,folk
07yhlDqS99totZZkdQEWBW,If I Were A Carpenter,Ramblin' Jack Elliott,86,folk
1m3li7uWoYrwWIYka9R193,Across The Great Divide,Kate Wolf,87,folk
6eCWvDQXTITW534IANR5n1,Romeo's Tune,Steve Forbert,88,folk
0AXZ0NEEylEhBda574NrmG,Swimming Song,Kate & Anna McGarrigle,89,folk
7CAhxeaTYXn1qWNRkZl9ad,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,90,folk
6OKrPnWUC8FccKiLVpxQWQ,Longer,Dan Fogelberg,91,folk
6dA9wLJzLDS3Vfk7m3qIPI,Atomic Number,Neko Case,92,folk
1zBDCHmMEFDzYO37CNX9CT,Ballad of the Runaway Horse,Jennifer Warnes,93,folk
6vheXD5oByaEuoxfNTXGP6,The Dolphins,Fred Neil,94,folk
2rX2pGsgeoZPpqwiRXFeA5,King Of California,Dave Alvin,95,folk
2LkaNhCrNVmcYgXJeLVmsw,The Sound of Silence,Simon & Garfunkel,96,folk
6VrjF67WFChXh8uYYBfeRr,Kind & Generous,Natalie Merchant,97,folk
5NShvMH3lRmQPW4qc0hYKY,Solidarity Forever,Pete Seeger,98,folk
7j9OK4rOJAb1fhz3FPjife,Hot Burrito #1,The Flying Burrito Brothers,99,folk
7jOVz43pU3sGMbKdoSBeWU,Sea Of Heartbreak - Feat. Bruce Springsteen,Rosanne Cash,100,folk
5ByAIlEEnxYdvpnezg7HTX,Juicy,The Notorious B.I.G.,1,hip hop
33ZXjLCpiINn8eQIDYEPTD,Shook Ones,,2,hip hop
5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That),Nas,3,hip hop
4C7Ss9bTPOWJMh3rarF1mN,Definition,Black Star,4,hip hop
0svl7cK07gK1ia5ainczU5,Break Ya Neck,Busta Rhymes,5,hip hop
5kWShBA43yNFBzHk7g1Mtd,Still Not a Player,Big Pun,6,hip hop
6JI5wNWYdBw68GZjOMmgK5,Put It On,Big L,7,hip hop
30oTS7bm0aH3p7lqjEIu8q,Full Clip,Gang Starr,8,hip hop
3X414ZlCf5U7pcpIaIcUkT,Flava In Ya Ear,Craig Mack,9,hip hop
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,OutKast,10,hip hop
7Kutf53V4k0CvU4nKu5oK6,Real Hip-Hop,Das EFX,11,hip hop
2HAVFycrhtbmLxyyxpm6JI,Killing Me Softly with His Song,Fugees,12,hip hop
4Hf2HHwkUEJZzJgp3KDKMu,Da Joint,EPMD,13,hip hop
2Mb3zpobD0CvJGWv6NpsPy,They Reminisce Over You,Pete Rock & C.L. Smooth,14,hip hop
4anqYZt4APNlFwQixpbdZR,Da Rockwilder,Method Man,15,hip hop
6uP0XLqjRqFx8HAfesdcAg,X Gon' Give It To Ya,DMX,16,hip hop
4WxQGUmWBRNovxlF2g8Xdv,The Humpty Dance,Digital Underground,17,hip hop
6pvd8OBnYlV6FqskUOvWlx,Lifesaver,Guru,18,hip hop
1hWYT0w2R0J19rlVkiez7X,Battle Scars,Lupe Fiasco,19,hip hop
3yNVfRQlUPViUh8O2V9SQn,Just A Friend,Biz Markie,20,hip hop
3JEzGRDUsozrehZTq3dKE8,All Eyez (feat. Jeremih) - Bonus Track,The Game,21,hip hop
08X9m3tpcthgrItjPVAmCu,Devastated,Joey Bada$$,22,hip hop
2p9sprAX27D6U5cuSE9NsM,When I B On Tha Mic,Rakim,23,hip hop
5HQVUIKwCEXpe7JIHyY734,Young,,24,hip hop
7Afjy65bIVBMpFwCLTiuEe,Time 4 Sumaksion,Redman,25,hip hop
4piae89WoVnwucdJzWrB7M,O.P.P.,Naughty By Nature,26,hip hop
119c93MHjrDLJTApCVGpvx,C.R.E.A.M.,Wu-Tang Clan,27,hip hop
1yo16b3u0lptm6Cs7lx4AD,Fight The Power,Public Enemy,28,hip hop
5Unpx9KoFyS7VHZEFdBoGr,Circles,Pusha T,29,hip hop
2OgGlK7DqGg86Z5uUxUgGg,Passin' Me By,The Pharcyde,30,hip hop
4hrae8atte6cRlSC9a7VCO,Always On Time,Ja Rule,31,hip hop
4E5IFAXCob6QqZaJMTw5YN,Poppin' Them Thangs,G-Unit,32,hip hop
2MuJbBWAVewREJmB8WdGJ3,It Was A Good Day,Ice Cube,33,hip hop
53BZ6XygAoubR5DU5w38Vq,Real Muthaphuckkin' G's,Eazy-E,34,hip hop
32UioUCnMFsr2UN7SvDyXj,Slow Jamz,Twista,35,hip hop
5wwLfjdiSHsgKyEO6V5rDe,Don't Let It Go To Your Head,Brand Nubian,36,hip hop
0W2mz7mvaBaEsC4rmoRNPn,Slam,Onyx,37,hip hop
3XrvEifl0hIzgBGUa5jBLS,Grindin',Clipse,38,hip hop
6N34lGtJ3yxg9GrFRd6Wpg,Bring It On,Organized Konfusion,39,hip hop
2OXAWAySnYPJHLvgLX5fFT,Luchini Aka This Is It,Camp Lo,40,hip hop
3tvWMBIblzT5FSjKtIeRR1,Whatever You Like,T.I.,41,hip hop
1LM6EReMkAxuDXDF26ekl2,Get By,Talib Kweli,42,hip hop
0IVAlb0cFCH1cQ974iR1TU,Ms. Fat Booty,Mos Def,43,hip hop
4XHQyvbrBsQaaBUW1VvmsL,My Band,D12,44,hip hop
4pdLZsxq0y5oJDb6Cxlokw,You Got Me,The Roots,45,hip hop
27dUo79lgLEy4Rk5w3UvSL,Guess Who's Back,Beanie Sigel,46,hip hop
3ABG1UQTk0eLYUAeWkmfMi,Shimmy Shimmy Ya,Ol' Dirty Bastard,47,hip hop
4b5aJdOgxps6z0dPe6wCHF,Into You (feat. Ashanti),Fabolous,48,hip hop
61QSuw5VlC0LTS8WMO356g,All The Way Up,Fat Joe,49,hip hop
0kF1yJzBGNFTugYQ4nbBSd,Sour Soul,Ghostface Killah,50,hip hop
71mNLAZsr1frFhpCa3JI8G,Renee,Lost Boyz,51,hip hop
3bMNprrp2JDKZsGbiXpsJl,My Chick Bad,Ludacris,52,hip hop
2wxO3ZydJTZRi4Bbc02q7i,Smile,Scarface,53,hip hop
0kspjcYtht8TxQAYWceyHI,Phone Tap,AZ,54,hip hop
3hQCHzkE5oSA3F1xM8bpcM,Hustlin',Rick Ross,55,hip hop
4WC72P8F0CnYmqoPYQ7JDD,Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,56,hip hop
0kHIEdWbOvnrvTmRfPtHDN,Memories Live,Reflection Eternal,57,hip hop
17vQTNbvhpvi92qOnDOFHB,The Law (feat. Mac Miller & Rapsody),Ab-Soul,58,hip hop
6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton - Extended Mix;Edit;,N.W.A.,59,hip hop
29gsi1zZrZxdStACmTQB0Z,Studio,ScHoolboy Q,60,hip hop
1mU0es3QUBRAxKkYvTANpG,Doin' It,LL Cool J,61,hip hop
6Y9kdB2O0h9gq9y2vclsWT,Shorty Wanna Ride,Young Buck,62,hip hop
0dNiLb9FEHrRK7VFDJctiR,Ain't No Half-Steppin',Big Daddy Kane,63,hip hop
6UOVW8PdBd2evyOcTHM87c,La Schmoove,FU-Schnickens,64,hip hop
2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,JAY Z,65,hip hop
7aSnPAggMMgElb6BgXeSEw,Worst Comes To Worst,Dilated Peoples,66,hip hop
4gdQ8QShlC3toP9Mkc8DwB,Oh Boy,Cam'Ron,67,hip hop
3zoExZ6fKHXOUbZfS0zT3C,Off the Books (feat. Big Punisher & Cuban Linx),The Beatnuts,68,hip hop
7bp5DfkdK1OAvNJ1U4HfDA,Shadowboxin',GZA,69,hip hop
2SIdGJTWirTxRNEyCp9ocI,Vice City (feat. Black Hippy),Jay Rock,70,hip hop
5KSJ9k1FYjFLnIRlJT2wF8,Tha Crossroads,Bone Thugs-N-Harmony,71,hip hop
51oVwsllGkGySCLW6inIXE,The Morning,Raekwon,72,hip hop
3Y6XWs8xMlCngyIxNOFnsp,Sound of da Police,KRS-One,73,hip hop
0TfNOPYgiubsxFd91WIkEY,Live At The Barbeque,Main Source,74,hip hop
2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,75,hip hop
3wUX7HpXS382s1DHTRouVk,We The People....,A Tribe Called Quest,76,hip hop
1265N14L1xyzKNr5XZzuTP,Make Your Move,Hieroglyphics,77,hip hop
2YEwz8c1A5frm1BIU5byBM,Take a Walk,Masta Ace,78,hip hop
56whVbEPZ2bRA5VboQPned,Livin' Proof,Group Home,79,hip hop
03tqyYWC9Um2ZqU0ZN849H,No Hands [feat. Roscoe Dash and Wale],Waka Flocka Flame,80,hip hop
439TlnnznSiBbQbgXiBqAd,m.A.A.d city,Kendrick Lamar,81,hip hop
6hxn98poTu1O4YZfafvC18,What You Want (feat. Total),Mase,82,hip hop
7xVLFuuYdAvcTfcP3IG3dS,Work REMIX,A$AP Ferg,83,hip hop
5K8qwhQQSAj9ebIvlNJY8q,Tennessee - 2001 - Remaster,Arrested Development,84,hip hop
3QHONiXGMGU3z68mQInncF,I'll Be Missing You (feat. 112),Diddy,85,hip hop
5osSw3tL07Tuid7AWsvYcc,Ante Up Remix (featuring Busta Rhymes,,86,hip hop
0cNJ3huiV99wvUN1tmQLTL,Beamer,,87,hip hop
36N2bDLedBsK9VylCszIwH,Country Sh*t (Remix),Big K.R.I.T.,88,hip hop
7nDtDxsKJ3fho8xEmU65JJ,Breathe And Stop,Q-Tip,89,hip hop
2eNSieyqDoZMa3yOSagR4q,Step To My Girl,Souls Of Mischief,90,hip hop
59XOo9GqbsXTLtGv3fxyO6,99.9 Pacent,Jeru The Damaja,91,hip hop
7EZOcCGTHCXTLFtax2VUsU,Whirlwind Thru Cities,Afu-Ra,92,hip hop
4mAhZaSrcVD6cJWA6IqFrk,Running Back (feat. Lil Wayne),Wale,93,hip hop
2g4SumkFZpHOypfF5xng9Z,Music - feat. Marvin Gaye,Erick Sermon,94,hip hop
3phK0iKjstOITgzUcl8Yck,Get Money - Performed by Junior M.A.F.I.A. Explicit,The Notorious B.I.G.,95,hip hop
4RY96Asd9IefaL3X4LOLZ8,In Da Club,50 Cent,96,hip hop
0X06nn0gRGHmiZaRajBQCg,What's Next,Leaders of the New School,97,hip hop
4ejHYIyUfGoAYscal3ygCb,CPU,Big Boi,98,hip hop
7nYvUtkQMx1v80S2FH2s9J,Regulate,Warren G,99,hip hop
4E9RsETCexFzZfSovxFksR,Call Ticketron,Run The Jewels,100,hip hop
7pKWTcPfT9mg2iAhobFHpS,Polka Dots And Moonbeams - 1998 Digital Remaster,Bud Powell,1,jazz
58ylMBq2yqYdHyevarkNWa,I Guess I'll Hang My Tears Out To Dry - 1999 Digital Remaster,Dexter Gordon,2,jazz
0ADAFZE0bYIuaIyPNFl3LE,Blue Skies,Art Tatum,3,jazz
2BhU0Hl5OatWiCW93pE2b8,Remember - 1999 Digital Remaster,Hank Mobley,4,jazz
5LucwdrsPJ11MkweMTFF4w,Body and Soul,Coleman Hawkins,5,jazz
7CnOzCWGrTINcDExG6u99y,Cool Struttin',Sonny Clark,6,jazz
16Po3i2Kcsy74jz0lp6fdJ,Love For Sale,Cannonball Adderley,7,jazz
1J9iVCaEriyoMXpj2XszhU,When Sunny Gets Blue,McCoy Tyner,8,jazz
2N7LJO1uufnSeXIwxooTzg,Donna Lee,Lee Konitz,9,jazz
08rTZ8jNknn8VBS3v2o8pT,Lullaby Of The Leaves - 1998 Digital Remaster,Gerry Mulligan,10,jazz
4Wdvc5xLi2ptdlDQgrVLI1,It Could Happen To You,Miles Davis Quintet,11,jazz
5Uftxvqqbi70QdCpLb0fKu,God Bless the Child,Sonny Rollins,12,jazz
58BW9X4EEmarxjaXE6Izkw,The Girl From Ipanema,Stan Getz,13,jazz
1FGP7KqNANyPi10M3PkFtY,Bags' Groove - Rudy Van Gelder 2001 - Remaster,Milt Jackson,14,jazz
6qqK0oeBRapZn8f9hJJENw,Blue Bossa - 1999 - Remaster,Joe Henderson,15,jazz
7m4OEcDjdVPVKRhXmnQko5,When Your Lover Has Gone,Ben Webster,16,jazz
6rK27cC9hX0e1Chrnxo9Vn,My Romance,Gene Ammons,17,jazz
6F03IqrLhWkGI3fRwrQ6dX,Blues In C Minor,The Modern Jazz Quartet,18,jazz
1eghoZLe436O2AHiZaoGVQ,There Will Never Be Another You,Lester Young,19,jazz
2hpMxW0cUf6CUoiUf8lFFh,Afrodisia - 2007 Digital Remaster,Kenny Dorham,20,jazz
3f0kH5GF50N7zAVbx4EWAL,Nica's Dream,Horace Silver,21,jazz
2myfGe1fBz9QVr7IYZXb78,Easy Living,Clifford Brown,22,jazz
4z6d79RAbC5q0VAqPQas8W,I'll Wait And Pray,John Coltrane,23,jazz
7KZR1DItdJhanFvXt2fMPH,Dedicated To You,Freddie Hubbard,24,jazz
312sPUr4rRnn47MXno3DJx,Au Privave,Miles Davis,25,jazz
0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily - Vocal,Chet Baker,26,jazz
21WlpZiXLelHjdoMUhHfrm,My One And Only Love - Digitally Remastered,Chick Corea,27,jazz
5Bl1TC8Y1qh3ui6fGSWL5a,The Shadow of Your Smile,Scott Hamilton,28,jazz
5p6me2mwQrGfH30eExHn6v,Take Five,Dave Brubeck,29,jazz
60p18YXhrzLNrAaUXL8Bu6,Blue In Green (Take 3),Bill Evans,30,jazz
4ziNEnmyNT3AJL98nfXr0D,Blue Trombone,J.J. Johnson,31,jazz
4ymHy4hzJ09WxvvT7p0Azy,You Go To My Head,Art Pepper,32,jazz
1kGQzSasZr4HY5CzjHqCPG,Hymn To Freedom,Oscar Peterson Trio,33,jazz
25VmzSltVSB9vwNi6fbhr7,Since I Fell For You,Lee Morgan,34,jazz
4w7EnqiLksvE6rcuR8F8bn,Django - 1999 Digital Remaster,Grant Green,35,jazz
0aEcArQsqTpErHdixEVaHj,Killer Joe,Benny Golson,36,jazz
4d3XHYFFuYYzxWr2cJ6yQl,Angel Eyes - Studio,Tommy Flanagan,37,jazz
5kapVb34raTBsynt0Zj6qw,Bossa Antigua,Paul Desmond,38,jazz
1wl5b2lw3YagQtZiYZbQWP,'Round Midnight - 1998 Digital Remaster,Thelonious Monk,39,jazz
7flQESHoCoDzirWF4IkKGq,Scrapple From The Apple,Charlie Parker,40,jazz
0vzC63EYz5xG1CH7U9FAqT,Four On Six,Wes Montgomery,41,jazz
5Ojj9lZxV5phnmhxpjnvH5,Sleepwalker's Serenade - 1994 Remastered Version,Count Basie,42,jazz
6f6OQJv9qjqyJq9NHin45n,Blue Ballad,Phil Woods,43,jazz
7dzNuRBCw16p1lHKF0vYpx,Groovin' High,Dizzy Gillespie,44,jazz
4fKbuhnNdYd9L0NTKECcJ5,In A Sentimental Mood,Duke Ellington,45,jazz
2HptWPVFocwebcHSgJHFEo,Yams,Jackie McLean,46,jazz
2U7GPxcF67GYVJ1XWLNSMV,I Got It Bad AndThat Ain't Good,Zoot Sims,47,jazz
6m3uTgDFARRvVhgEIbMKBI,Line Up,Lennie Tristano,48,jazz
1RpkMoOomu5989qM3Ir23A,Bye Bye Blackbird,Ron Carter,49,jazz
7xCzg9H6SZszRLuvVyTC5q,Star Eyes - 1999 Digital Remaster,Tina Brooks,50,jazz
2sZ1zWeLaquu9tx8IUMuh7,The Folks Who Live on the Hill,Joshua Redman,51,jazz
3X3p3u03P8eFL8WTH0oaaU,Fair Weather - 1991 Digital Remaster,Art Farmer,52,jazz
1ylwBTCAZ1WlvvMnWm6U3c,Virgo - 2004 - Remaster,Wayne Shorter,53,jazz
1eVWCmVXkFFY2rw50T8njd,Miles Ahead,Miles Davis Quartet,54,jazz
5MjAGtm2ihbBK9G30ZN3Ju,Dream A Little Dream Of Me,Ella Fitzgerald,55,jazz
6nI0kXzMMj6bB6NML8vTc8,I Got Rhythm,Sonny Stitt,56,jazz
6N4rQ0OWFpyaz5ArPn7gbq,Lady Bird - Alternate Take;1985 Digital Remaster,Fats Navarro,57,jazz
7hbpUZY7qsDPBe9X2juJEz,Fools Rush In,Teddy Wilson,58,jazz
3t7aNy8nHeWkaY4SAncR7n,A Time for Us,Joe Pass,59,jazz
6CDQBADsdzJwc3qZ3OPDHH,Almost Like Being in Love,Red Garland,60,jazz
1AF8WkG32wWgTQizFKXTT4,Wild Music,Erroll Garner,61,jazz
5wRlH3diPDfn9jv91hxkUy,Emperor Jones - Instrumental,Joe Lovano,62,jazz
6oWhUfePc5h9r5pfw7wvPN,Midnight Special - 2007 Digital Remaster,Jimmy Smith,63,jazz
7o8bQExfJjP34n5uAwtlSr,Confirmation,Charlie Parker Quartet,64,jazz
79fXdfpOPGaXO1gfdq2onl,All of Me,Billie Holiday,65,jazz
7ysmJhXFQtiBQlk6EZ6sks,Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine,66,jazz
6BGu9IJlUza0h7YrTWElnD,La Vie En Rose,Louis Armstrong,67,jazz
13Y8guAjsfss2WPIINuoYd,Favela - 2007 Digital Remaster,Ike Quebec,68,jazz
2uiTBklIqGQhPYdlUGvPl3,Mojo,Booker Ervin,69,jazz
0jyXW8hxeIzX4QwznqVT0E,Maiden Voyage / Everything In Its Right Place,Robert Glasper,70,jazz
0POJr2bfkh1KYg1L9F7cX8,I Don't Worry About A Thing,Mose Allison,71,jazz
3PJMsxg6rz9FOo6xNiASXz,Goodbye Pork Pie Hat,Charles Mingus,72,jazz
0qquLHIRp5HDdarE9X1JXJ,They Can't Take That Away From Me,Anita O'Day,73,jazz
3ZLu2sI75K3GRZJixWXRa2,Mule,Kenny Burrell,74,jazz
02M2OoPaKPmkCl7kidq6nK,Theme for Maxine,Woody Shaw,75,jazz
1RAzxKUFwwls1VCtvyGcGQ,Just Squeeze Me,Paul Chambers,76,jazz
4STV8yvImKsMUrA36DSr8j,Illusion,Andrew Hill,77,jazz
55GovtDfcoF4YyitVEcbg5,When It's Sleepytime Down South,Wynton Marsalis,78,jazz
4XdoeWiOIDg2VMVUZSnHlO,One Quiet Night,Pat Metheny,79,jazz
1HYV2wC9KWft9F9ZBISDHp,Dat Dere,Bobby Timmons,80,jazz
75N2HRLQXJXwupON6cTbb8,Gazzelloni - Rudy Van Gelder Edition;1999 - Remaster,Eric Dolphy,81,jazz
4zPDjRgceGrR0Sm54YDTTf,Autumn Nocturne,Lou Donaldson,82,jazz
0UdN2gvmo1PPvdF0kFAIMV,Portrait of Jenny,Wynton Kelly,83,jazz
0VBaLsidGZsxYPH0AzUe4t,Five spot after dark (Blues-Ette),Curtis Fuller,84,jazz
6aQXP6ql5ko2Zipv3qIv1o,Nuclear War,Sun Ra,85,jazz
5iPXzdmW5wxcbWJNw46mOy,You've Changed,Kurt Rosenwinkel,86,jazz
6Pngw2ouwR7ATnz2nA0hGM,Love in New Orleans,Gerry Mulligan Quartet,87,jazz
4CZfPaDW5madfScpZl0nDU,Ahmad's Blues,Ahmad Jamal,88,jazz
6FERZX07fqebws3FeqChTl,Prints Tie,Bobby Hutcherson,89,jazz
0P3bnA7M3QG6G6AB1dRY6Q,You'd Be So Nice To Come Home To,Jim Hall,90,jazz
3E7QzgM8Je4hyf0kK8tGmD,Nice And Easy - 2006 Digital Remaster,Johnny Griffin,91,jazz
3QuSHJUfvuOyeKMS32Wckj,April In Paris - 2007 - Remaster,Thad Jones,92,jazz
5RpZiX7LwYUe8XPq90t5NC,Fungii Mama - 2004 - Remaster,Blue Mitchell,93,jazz
3k3nVFLnWCkhuKQTZOnioK,Bemsha Swing,Cecil Taylor,94,jazz
6Q7U4bTozx5kfLjWT81u7P,Mean to Me,Sarah Vaughan,95,jazz
1IHrsKGSvaLXgLre1W82m9,Ain't Misbehavin',Benny Goodman,96,jazz
68mc6eOeLYmrVOqcN4kAHo,Como En Vietnam,Gary Burton,97,jazz
399Um7KETb1I9emLFqWu51,Que Sera,Clark Terry,98,jazz
4ur0Fd4coSwWtP8MWpkjR9,Save Your Love For Me,Nancy Wilson,99,jazz
2ZFXhQDfyv1KpE2FNCWU4T,'Deed I Do,Blossom Dearie,100,jazz
5FLuHcyUiAlq2wCoqVuqUa,View,SHINee,1,k-pop
4wAjmojVxc6Wbeca9XvnDo,I Like That,SISTAR,2,k-pop
